,genome_id,genome_name,taxon_id,antibiotic,resistant_phenotype,measurement,measurement_sign,measurement_value,measurement_unit,laboratory_typing_method,laboratory_typing_method_version,laboratory_typing_platform,vendor,testing_standard,testing_standard_year,source
140668,562.762,Escherichia coli strain 402898,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
140685,562.7761,Escherichia coli strain 402924,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
140703,562.42734,Escherichia coli strain 403,562.0,cefepime,Resistant,64,>=,64,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
140720,562.7714,Escherichia coli strain 403066,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
140737,562.7685,Escherichia coli strain 403308_aEPEC,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
140754,562.768,Escherichia coli strain 403523,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
140771,562.7712,Escherichia coli strain 403726_aEPEC,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
140788,562.7662,Escherichia coli strain 403728,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
140806,562.42735,Escherichia coli strain 404,562.0,cefepime,Susceptible,2,==,2,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
140824,562.42736,Escherichia coli strain 405,562.0,cefepime,Susceptible,2,==,2,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
140842,562.42737,Escherichia coli strain 406,562.0,cefepime,Susceptible,2,==,2,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
140860,562.42738,Escherichia coli strain 407,562.0,cefepime,Resistant,64,>=,64,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
140878,562.42739,Escherichia coli strain 409,562.0,cefepime,Resistant,64,>=,64,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
140903,562.4274,Escherichia coli strain 410,562.0,cefepime,Susceptible,2,==,2,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
140921,562.42741,Escherichia coli strain 412,562.0,cefepime,Susceptible,1,<=,1,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
140975,562.42742,Escherichia coli strain 453,562.0,cefepime,Susceptible,2,==,2,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
141028,562.42743,Escherichia coli strain 467,562.0,cefepime,Susceptible,1,<=,1,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
141089,562.42744,Escherichia coli strain 472,562.0,cefepime,Susceptible,1,<=,1,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
141135,562.42745,Escherichia coli strain 475,562.0,cefepime,Susceptible,1,<=,1,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
141167,562.42746,Escherichia coli strain 477,562.0,cefepime,Susceptible,4,==,4,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
141192,562.42747,Escherichia coli strain 478,562.0,cefepime,Resistant,64,>=,64,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
141217,562.42748,Escherichia coli strain 479,562.0,cefepime,Susceptible,1,<=,1,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
141270,562.42749,Escherichia coli strain 482,562.0,cefepime,Resistant,64,>=,64,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
141294,562.4275,Escherichia coli strain 483,562.0,cefepime,Susceptible,2,==,2,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
141460,562.7782,Escherichia coli strain 500094,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
141477,562.7677,Escherichia coli strain 500095,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
141494,562.7791,Escherichia coli strain 500193,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
141511,562.7631,Escherichia coli strain 500197_aEPEC,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
141528,562.769,Escherichia coli strain 500275_aEPEC,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
141545,562.7699,Escherichia coli strain 500618_aEPEC,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
141562,562.7771,Escherichia coli strain 500858_aEPEC,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
141579,562.7629,Escherichia coli strain 500864_aEPEC,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
141596,562.7695,Escherichia coli strain 500989,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
141621,562.7625,Escherichia coli strain 501016,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
141638,562.7656,Escherichia coli strain 501029_aEPEC,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
141671,562.7749,Escherichia coli strain 503023,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
141688,562.7572,Escherichia coli strain 503028_aEPEC,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
141705,562.7628,Escherichia coli strain 503130_aEPEC,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
141722,562.758,Escherichia coli strain 503225_aEPEC,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
141739,562.7762,Escherichia coli strain 503238_aEPEC,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
141756,562.7725,Escherichia coli strain 503256,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
141773,562.7703,Escherichia coli strain 503320,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
141790,562.7722,Escherichia coli strain 503331,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
141807,562.7693,Escherichia coli strain 503459_aEPEC,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
141824,562.7578,Escherichia coli strain 503537_aEPEC,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
141841,562.7747,Escherichia coli strain 503662_aEPEC,562.0,cefepime,Resistant,,,,,,,VITEK 2,BioMerieux,EUCAST,,
141858,562.7774,Escherichia coli strain 503891_aEPEC,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
141875,562.7767,Escherichia coli strain 503947_aEPEC,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
141899,562.7576,Escherichia coli strain 504005_aEPEC,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
141916,562.7706,Escherichia coli strain 504180,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
141933,562.7696,Escherichia coli strain 504225_aEPEC,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
141950,562.7698,Escherichia coli strain 504300_aEPEC,562.0,cefepime,Resistant,,,,,,,VITEK 2,BioMerieux,EUCAST,,
141967,562.7709,Escherichia coli strain 504324,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
141984,562.7707,Escherichia coli strain 504528,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
142001,562.7573,Escherichia coli strain 504647_aEPEC,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
142018,562.771,Escherichia coli strain 504718,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
142035,562.765,Escherichia coli strain 504821_aEPEC,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
142052,562.766,Escherichia coli strain 504888_aEPEC,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
142077,562.7742,Escherichia coli strain 505148,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
142094,562.7568,Escherichia coli strain 505393_aEPEC,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
142111,562.7753,Escherichia coli strain 505513_aEPEC,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
142128,562.7635,Escherichia coli strain 505545,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
142231,562.16466,Escherichia coli strain 5CRE51,562.0,cefepime,Resistant,>16,>,16,mg/L,Broth dilution,,BD Phoenix NMIC-203,BD,CLSI,,
142263,562.42751,Escherichia coli strain 60,562.0,cefepime,Susceptible,1,<=,1,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
142281,562.764,Escherichia coli strain 602206,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
142298,562.7566,Escherichia coli strain 602370_aEPEC,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
142336,562.7632,Escherichia coli strain 700149,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
142353,562.7638,Escherichia coli strain 700851,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
142370,562.7788,Escherichia coli strain 700863,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
142401,562.7713,Escherichia coli strain 702328,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
142418,562.7666,Escherichia coli strain 702566,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
142435,562.7746,Escherichia coli strain 702745_aEPEC,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
142452,562.7708,Escherichia coli strain 702797,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
142469,562.7686,Escherichia coli strain 702890_aEPEC,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
142486,562.7652,Escherichia coli strain 702898_aEPEC,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
142503,562.7729,Escherichia coli strain 702971,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
142520,562.7691,Escherichia coli strain 703063,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
142537,562.7784,Escherichia coli strain 703108,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
142554,562.7756,Escherichia coli strain 703128,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
142571,562.7623,Escherichia coli strain 703258_aEPEC,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
142588,562.7736,Escherichia coli strain 703273,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
142605,562.7724,Escherichia coli strain 703753,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
142622,562.777,Escherichia coli strain 703975_aEPEC,562.0,cefepime,Susceptible,,,,,,,VITEK 2,BioMerieux,EUCAST,,
142640,562.42752,Escherichia coli strain 71,562.0,cefepime,Susceptible,4,<=,4,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
142677,562.42753,Escherichia coli strain 76,562.0,cefepime,Susceptible,1,<=,1,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
142723,562.42754,Escherichia coli strain 78,562.0,cefepime,Susceptible,1,<=,1,mg/L,Broth dilution,,,BioMerieux,CLSI,,
142754,562.42755,Escherichia coli strain 8,562.0,cefepime,Resistant,6,==,6,mm,Disk diffusion,,,BD,CLSI,,
142755,562.42755,Escherichia coli strain 8,562.0,cefepime,Resistant,64,>=,64,mg/L,Broth dilution,,VITEK 2,BioMerieux,CLSI,,
142814,562.42756,Escherichia coli strain 84,562.0,cefepime,Intermediate,8,==,8,mg/L,Broth dilution,,,BioMerieux,CLSI,,
142831,562.42757,Escherichia coli strain 85,562.0,cefepime,Susceptible,1,<=,1,mg/L,Broth dilution,,,BioMerieux,CLSI,,
142855,562.42758,Escherichia coli strain 86,562.0,cefepime,Resistant,64,>=,64,mg/L,Broth dilution,,,BioMerieux,CLSI,,
148269,562.28805,Escherichia coli strain AR434,562.0,cefepime,Resistant,>32,>,32,mg/L,Broth dilution,,,,CLSI,,
148294,562.29007,Escherichia coli strain AR435,562.0,cefepime,Resistant,>32,>,32,mg/L,Broth dilution,,,,CLSI,,
148319,562.29006,Escherichia coli strain AR436,562.0,cefepime,Susceptible,==1,==,1,mg/L,Broth dilution,,,,CLSI,,
148344,562.29008,Escherichia coli strain AR437,562.0,cefepime,Resistant,>32,>,32,mg/L,Broth dilution,,,,CLSI,,
148370,562.12959,Escherichia coli strain AR_0001,562.0,cefepime,Resistant,>32,>,32,mg/L,Broth dilution,,,,CLSI,,
148395,562.34086,Escherichia coli strain AR_0013,562.0,cefepime,Susceptible-dose dependent,==4,==,4,mg/L,Broth dilution,,,,CLSI,,
148420,562.1296,Escherichia coli strain AR_0048,562.0,cefepime,Resistant,>32,>,32,mg/L,Broth dilution,,,,CLSI,,
148445,562.17722,Escherichia coli strain AR_0055,562.0,cefepime,Resistant,>32,>,32,mg/L,Broth dilution,,,,CLSI,,
148470,562.19632,Escherichia coli strain AR_0058,562.0,cefepime,Resistant,>32,>,32,mg/L,Broth dilution,,,,CLSI,,
148495,562.16325,Escherichia coli strain AR_0061,562.0,cefepime,Resistant,>32,>,32,mg/L,Broth dilution,,,,CLSI,,
148520,562.34088,Escherichia coli strain AR_0067,562.0,cefepime,Susceptible,<=0.5,<=,0.5,mg/L,Broth dilution,,,,CLSI,,
148545,562.16326,Escherichia coli strain AR_0069,562.0,cefepime,Resistant,==16,==,16,mg/L,Broth dilution,,,,CLSI,,
148570,562.28389,Escherichia coli strain AR_0077,562.0,cefepime,Susceptible,<=0.5,<=,0.5,mg/L,Broth dilution,,,,CLSI,,
148595,562.29139,Escherichia coli strain AR_0081,562.0,cefepime,Susceptible,<=0.5,<=,0.5,mg/L,Broth dilution,,,,CLSI,,
148620,562.30362,Escherichia coli strain AR_0085,562.0,cefepime,Susceptible,==2,==,2,mg/L,Broth dilution,,,,CLSI,,
148645,562.34085,Escherichia coli strain AR_0086,562.0,cefepime,Resistant,>32,>,32,mg/L,Broth dilution,,,,CLSI,,
148670,562.34089,Escherichia coli strain AR_0089,562.0,cefepime,Susceptible,<=0.5,<=,0.5,mg/L,Broth dilution,,,,CLSI,,
148695,562.16327,Escherichia coli strain AR_0104,562.0,cefepime,Resistant,==16,==,16,mg/L,Broth dilution,,,,CLSI,,
148719,562.1762,Escherichia coli strain AR_0114,562.0,cefepime,Resistant,==16,==,16,mg/L,Broth dilution,,,,CLSI,,
148742,562.16324,Escherichia coli strain AR_0118,562.0,cefepime,Resistant,>32,>,32,mg/L,Broth dilution,,,,CLSI,,
148765,562.19823,Escherichia coli strain AR_0128,562.0,cefepime,Resistant,>32,>,32,mg/L,Broth dilution,,,,CLSI,,
148788,562.17721,Escherichia coli strain AR_0137,562.0,cefepime,Resistant,>32,>,32,mg/L,Broth dilution,,,,CLSI,,
148813,562.19633,Escherichia coli strain AR_0149,562.0,cefepime,Resistant,>32,>,32,mg/L,Broth dilution,,,,CLSI,,
148836,562.19821,Escherichia coli strain AR_0149,562.0,cefepime,Resistant,>32,>,32,mg/L,Broth dilution,,,,CLSI,,
148861,562.17621,Escherichia coli strain AR_0150,562.0,cefepime,Resistant,>32,>,32,mg/L,Broth dilution,,,,CLSI,,
148886,562.19631,Escherichia coli strain AR_0151,562.0,cefepime,Resistant,>32,>,32,mg/L,Broth dilution,,,,CLSI,,
148911,562.20499,Escherichia coli strain AR_0162,562.0,cefepime,Resistant,>32,>,32,mg/L,Broth dilution,,,,CLSI,,
148936,562.22426,Escherichia coli strain AR_0162,562.0,cefepime,Resistant,>32,>,32,mg/L,Broth dilution,,,,CLSI,,
148960,562.28565,Escherichia coli strain AR_0368,562.0,cefepime,Susceptible,<=0.5,<=,0.5,mg/L,Broth dilution,,,,CLSI,,
148986,562.28435,Escherichia coli strain AR_0369,562.0,cefepime,Resistant,>32,>,32,mg/L,Broth dilution,,,,CLSI,,
149012,562.28567,Escherichia coli strain AR_0370,562.0,cefepime,Resistant,>32,>,32,mg/L,Broth dilution,,,,CLSI,,
149038,562.28566,Escherichia coli strain AR_0371,562.0,cefepime,Resistant,==32,==,32,mg/L,Broth dilution,,,,CLSI,,
149064,562.28434,Escherichia coli strain AR_0372,562.0,cefepime,Resistant,>32,>,32,mg/L,Broth dilution,,,,CLSI,,
149090,562.28563,Escherichia coli strain AR_0374,562.0,cefepime,Susceptible,==1,==,1,mg/L,Broth dilution,,,,CLSI,,
149116,562.29003,Escherichia coli strain AR_0378,562.0,cefepime,Susceptible,<=0.5,<=,0.5,mg/L,Broth dilution,,,,CLSI,,
149142,562.33281,Escherichia coli strain AR_0433,562.0,cefepime,Resistant,>32,>,32,mg/L,Broth dilution,,,,CLSI,,
149167,562.3328,Escherichia coli strain AR_0450,562.0,cefepime,Resistant,==32,==,32,mg/L,Broth dilution,,,,CLSI,,
149192,562.30435,Escherichia coli strain AR_451,562.0,cefepime,Resistant,>32,>,32,mg/L,Broth dilution,,,,CLSI,,
149217,562.30434,Escherichia coli strain AR_452,562.0,cefepime,Resistant,>32,>,32,mg/L,Broth dilution,,,,CLSI,,
149241,562.53932,Escherichia coli strain AUSMDU00002545,562.0,cefepime,Susceptible,,,,,Broth dilution,,VITEK 2,,,,
149259,562.52722,Escherichia coli strain AUSMDU00014361,562.0,cefepime,Susceptible,,,,,Broth dilution,,VITEK 2,,,,
149499,562.42759,Escherichia coli strain BR02-DEC,562.0,cefepime,Susceptible,21,==,21,mm,Disk diffusion,,,,CLSI,,
149508,562.45394,Escherichia coli strain BR03-DEC,562.0,cefepime,Resistant,==6,==,6,mm,Disk diffusion,,,,CLSI,,
149516,562.45395,Escherichia coli strain BR07-DEC,562.0,cefepime,Resistant,==12,==,12,mm,Disk diffusion,,,,CLSI,,
149526,562.45396,Escherichia coli strain BR10-DEC,562.0,cefepime,Susceptible,==25,==,25,mm,Disk diffusion,,,,CLSI,,
149534,562.45397,Escherichia coli strain BR12-DEC,562.0,cefepime,Susceptible,==24,==,24,mm,Disk diffusion,,,,CLSI,,
149545,562.45398,Escherichia coli strain BR14-DEC,562.0,cefepime,Susceptible,==29,==,29,mm,Disk diffusion,,,,CLSI,,
149556,562.45399,Escherichia coli strain BR25-DEC,562.0,cefepime,Susceptible,==23,==,23,mm,Disk diffusion,,,,CLSI,,
149567,562.454,Escherichia coli strain BR29-DEC,562.0,cefepime,Susceptible,==24,==,24,mm,Disk diffusion,,,,CLSI,,
149579,562.45401,Escherichia coli strain BR32-DEC,562.0,cefepime,Resistant,==6,==,6,mm,Disk diffusion,,,,CLSI,,
149600,562.45403,Escherichia coli strain BR64-DEC,562.0,cefepime,Susceptible,==25,==,25,mm,Disk diffusion,,,,CLSI,,
149740,562.65781,Escherichia coli strain CFS0344,562.0,cefepime,Susceptible,,,,,Disk diffusion,,,,clsi,2018.0,
149780,562.65785,Escherichia coli strain CFS0345,562.0,cefepime,Susceptible,,,,,Disk diffusion,,,,clsi,2018.0,
149820,562.65786,Escherichia coli strain CFS0347,562.0,cefepime,Susceptible,,,,,Disk diffusion,,,,clsi,2018.0,
149860,562.65783,Escherichia coli strain CFS0348,562.0,cefepime,Susceptible,,,,,Disk diffusion,,,,clsi,2018.0,
149900,562.65784,Escherichia coli strain CFS0349,562.0,cefepime,Susceptible,,,,,Disk diffusion,,,,clsi,2018.0,
149940,562.65782,Escherichia coli strain CFS0350,562.0,cefepime,Susceptible,,,,,Disk diffusion,,,,clsi,2018.0,
149980,562.6578,Escherichia coli strain CFS0351,562.0,cefepime,Susceptible,,,,,Disk diffusion,,,,clsi,2018.0,
150020,562.65787,Escherichia coli strain CFS0354,562.0,cefepime,Susceptible,,,,,Disk diffusion,,,,clsi,2018.0,
150060,562.65789,Escherichia coli strain CFS0355,562.0,cefepime,Susceptible,,,,,Disk diffusion,,,,clsi,2018.0,
150100,562.6579,Escherichia coli strain CFS0356,562.0,cefepime,Susceptible,,,,,Disk diffusion,,,,clsi,2018.0,
150140,562.65788,Escherichia coli strain CFS0359,562.0,cefepime,Susceptible,,,,,Disk diffusion,,,,clsi,2018.0,
150180,562.65791,Escherichia coli strain CFS0360,562.0,cefepime,Susceptible,,,,,Disk diffusion,,,,clsi,2018.0,
150219,562.28132,Escherichia coli strain CRE1493,562.0,cefepime,Resistant,==6,==,6,mm,Disk diffusion,,,,CLSI,,
150240,562.28131,Escherichia coli strain CRE1540,562.0,cefepime,Resistant,==6,==,6,mm,Disk diffusion,,,,CLSI,,
150263,562.4276,Escherichia coli strain Cattle,562.0,cefepime,Resistant,15,==,15,mm,Disk diffusion,,MicroScan,Pro-Lab Diagnostics,SFM,,
150366,562.65798,Escherichia coli strain E003488,562.0,cefepime,Resistant,,,,,,,,,,,
150375,562.65799,Escherichia coli strain E006910,562.0,cefepime,Susceptible,,,,,,,,,,,
150535,562.45661,Escherichia coli strain EC_01,562.0,cefepime,Susceptible,,,,,Disk diffusion,,,Hardy Diagnostics,CLSI,2018.0,
150576,562.45673,Escherichia coli strain EC_02,562.0,cefepime,Susceptible,,,,,Disk diffusion,,,Hardy Diagnostics,CLSI,2018.0,
150617,562.45649,Escherichia coli strain EC_03,562.0,cefepime,Susceptible,,,,,Disk diffusion,,,Hardy Diagnostics,CLSI,2018.0,
150658,562.45641,Escherichia coli strain EC_05,562.0,cefepime,Susceptible,,,,,Disk diffusion,,,Hardy Diagnostics,CLSI,2018.0,
150699,562.45676,Escherichia coli strain EC_06,562.0,cefepime,Susceptible,,,,,Disk diffusion,,,Hardy Diagnostics,CLSI,2018.0,
150740,562.45675,Escherichia coli strain EC_07,562.0,cefepime,Susceptible,,,,,Disk diffusion,,,Hardy Diagnostics,CLSI,2018.0,
150781,562.45663,Escherichia coli strain EC_08,562.0,cefepime,Susceptible,,,,,Disk diffusion,,,Hardy Diagnostics,CLSI,2018.0,
150822,562.45674,Escherichia coli strain EC_09,562.0,cefepime,Susceptible,,,,,Disk diffusion,,,Hardy Diagnostics,CLSI,2018.0,
150863,562.45677,Escherichia coli strain EC_10,562.0,cefepime,Susceptible,,,,,Disk diffusion,,,Hardy Diagnostics,CLSI,2018.0,
150904,562.45669,Escherichia coli strain EC_100,562.0,cefepime,Susceptible,,,,,Disk diffusion,,,Hardy Diagnostics,CLSI,2018.0,
150945,562.45656,Escherichia coli strain EC_101,562.0,cefepime,Susceptible,,,,,Disk diffusion,,,Hardy Diagnostics,CLSI,2018.0,
150986,562.45671,Escherichia coli strain EC_102,562.0,cefepime,Susceptible,,,,,Disk diffusion,,,Hardy Diagnostics,CLSI,2018.0,
151027,562.45662,Escherichia coli strain EC_103,562.0,cefepime,Susceptible,,,,,Disk diffusion,,,Hardy Diagnostics,CLSI,2018.0,
151068,562.45648,Escherichia coli strain EC_104,562.0,cefepime,Susceptible,,,,,Disk diffusion,,,Hardy Diagnostics,CLSI,2018.0,
151109,562.45659,Escherichia coli strain EC_11,562.0,cefepime,Resistant,,,,,Disk diffusion,,,Hardy Diagnostics,CLSI,2018.0,
151150,562.45665,Escherichia coli strain EC_12,562.0,cefepime,Susceptible,,,,,Disk diffusion,,,Hardy Diagnostics,CLSI,2018.0,
151191,562.45651,Escherichia coli strain EC_13,562.0,cefepime,Susceptible,,,,,Disk diffusion,,,Hardy Diagnostics,CLSI,2018.0,
151232,562.45657,Escherichia coli strain EC_16,562.0,cefepime,Susceptible,,,,,Disk diffusion,,,Hardy Diagnostics,CLSI,2018.0,
151275,562.45668,Escherichia coli strain EC_17,562.0,cefepime,Susceptible,,,,,Disk diffusion,,,Hardy Diagnostics,CLSI,2018.0,
151316,562.45655,Escherichia coli strain EC_20,562.0,cefepime,Susceptible,,,,,Disk diffusion,,,Hardy Diagnostics,CLSI,2018.0,
151357,562.45645,Escherichia coli strain EC_21,562.0,cefepime,Susceptible,,,,,Disk diffusion,,,Hardy Diagnostics,CLSI,2018.0,
151398,562.45617,Escherichia coli strain EC_22,562.0,cefepime,Susceptible,,,,,Disk diffusion,,,Hardy Diagnostics,CLSI,2018.0,
151439,562.45633,Escherichia coli strain EC_23,562.0,cefepime,Susceptible,,,,,Disk diffusion,,,Hardy Diagnostics,CLSI,2018.0,
151480,562.45637,Escherichia coli strain EC_24,562.0,cefepime,Susceptible,,,,,Disk diffusion,,,Hardy Diagnostics,CLSI,2018.0,
151521,562.4563,Escherichia coli strain EC_25,562.0,cefepime,Susceptible,,,,,Disk diffusion,,,Hardy Diagnostics,CLSI,2018.0,
151562,562.45646,Escherichia coli strain EC_26,562.0,cefepime,Susceptible,,,,,Disk diffusion,,,Hardy Diagnostics,CLSI,2018.0,
151603,562.45615,Escherichia coli strain EC_27,562.0,cefepime,Susceptible,,,,,Disk diffusion,,,Hardy Diagnostics,CLSI,2018.0,
151644,562.45652,Escherichia coli strain EC_28,562.0,cefepime,Susceptible,,,,,Disk diffusion,,,Hardy Diagnostics,CLSI,2018.0,
151685,562.45639,Escherichia coli strain EC_29,562.0,cefepime,Susceptible,,,,,Disk diffusion,,,Hardy Diagnostics,CLSI,2018.0,
151726,562.4564,Escherichia coli strain EC_30,562.0,cefepime,Susceptible,,,,,Disk diffusion,,,Hardy Diagnostics,CLSI,2018.0,
151769,562.45643,Escherichia coli strain EC_31,562.0,cefepime,Susceptible,,,,,Disk diffusion,,,Hardy Diagnostics,CLSI,2018.0,
151810,562.45632,Escherichia coli strain EC_32,562.0,cefepime,Susceptible,,,,,Disk diffusion,,,Hardy Diagnostics,CLSI,2018.0,
151851,562.45628,Escherichia coli strain EC_33_B,562.0,cefepime,Susceptible,,,,,Disk diffusion,,,Hardy Diagnostics,CLSI,2018.0,
151892,562.45647,Escherichia coli strain EC_34_A,562.0,cefepime,Susceptible,,,,,Disk diffusion,,,Hardy Diagnostics,CLSI,2018.0,
151933,562.45625,Escherichia coli strain EC_34_B,562.0,cefepime,Susceptible,,,,,Disk diffusion,,,Hardy Diagnostics,CLSI,2018.0,
151974,562.4567,Escherichia coli strain EC_35_A,562.0,cefepime,Susceptible,,,,,Disk diffusion,,,Hardy Diagnostics,CLSI,2018.0,
152015,562.45666,Escherichia coli strain EC_35_B,562.0,cefepime,Susceptible,,,,,Disk diffusion,,,Hardy Diagnostics,CLSI,2018.0,
152056,562.45667,Escherichia coli strain EC_36,562.0,cefepime,Susceptible,,,,,Disk diffusion,,,Hardy Diagnostics,CLSI,2018.0,
152097,562.45664,Escherichia coli strain EC_37,562.0,cefepime,Susceptible,,,,,Disk diffusion,,,Hardy Diagnostics,CLSI,2018.0,
152138,562.4566,Escherichia coli strain EC_38,562.0,cefepime,Susceptible,,,,,Disk diffusion,,,Hardy Diagnostics,CLSI,2018.0,
152179,562.45658,Escherichia coli strain EC_39,562.0,cefepime,Susceptible,,,,,Disk diffusion,,,Hardy Diagnostics,CLSI,2018.0,
152220,562.45654,Escherichia coli strain EC_40,562.0,cefepime,Susceptible,,,,,Disk diffusion,,,Hardy Diagnostics,CLSI,2018.0,
